Kamkorp,Bristol Cars
Kantar Group,IMRB International
Kantar Group,Kantar Health
Kantar Group,Kantar Media Philippines
Kantar Group,Millward Brown
Kaplan Inc.,Kaplan Business and Law School
Kaplan Inc.,Kaplan Financial Education (U.S.)
Kaplan Inc.,Kaplan Financial Ltd. (U.K.)
Kaplan Inc.,Kaplan Law School
Katz Group of Companies,Oilers Entertainment Group
Kaupthing,Bay Restaurant Group Ltd
Kawai Musical Instruments Manufacturing Co. Ltd.,Teisco Company
Kawasaki Heavy Industries,Kawasaki Motors Philippines Corporation
KazMunayGas,KMG International
Keane,Kamco
Keihan Electric Railway Co.,Ltd.,Keifuku Electric Railroad Co.,Ltd.
Keisei Electric Railway,Shin-Keisei Electric Railway Co.,Ltd.
Keitsū ProductionsHumax Group,Million Film
Kelda Group,Yorkshire Water Ltd.
Kellogg Company,Bear Naked
Kellogg's,Kashi
Kellwood Company,Baby Phat
Kellwood Company,Scotch & Soda
Kemble Water Holdings Ltd,Thames Water
Kennaway House,Kennaway Fine Art Guild
Kennecott Corporation,Braden Copper Company
Kenneth Cole Productions,Le Tigre
Kenon Holdings,Zim Integrated Shipping Services Ltd.
Keolis Nordic AB,Keolis Norge AS
Keppel Capital Holdings Ltd,Keppel TatLee Bank
Kerala State Electricity Board,Kerala State Electricity Board Limited
Kerala State Industrial Enterprises Limited,Kerala Soaps
Kerala Vision,Kerala Vision Digital TV
Kering,Boucheron
Kering,Gucci
Kering,Qeelin
Kering,Volcom LLC
Kern County Land and Cattle Company,Little Boquillas Ranch
Key Food,SuperFresh
Key Food,The Food Emporium
Keyone Productions,TinyGrab
Keysight Technologies,Anite plc
Khazanah Nasional,Malaysia Airports Holdings Berhad
Khrunichev State Research and Production Space Center,A.M. Isayev Chemical Engineering Design Bureau
Khrunichev State Research and Production Space Center,Voronezh Mechanical Plant
Kia Motors,Asia Motors Industries Co.,Ltd.
Kien Huat Realty Sdn Bhd,Genting GroupYúndǐng Jítuán
Kimberly Clark,Scott Paper Company
Kimberly-Clark,Kimberly-Clark de México,S.A.B. de C.V.
KinderCare Education LLC,KinderCare Learning Centers
King (Company),Nonstop Games
King Long,Higer Bus Company Limited
King Long,Xiamen Golden Dragon Bus Co. Ltd
King Saud University and Royal Saudi Air Force,Prince Sultan Advanced Technology Research Institute (PSATRI)
Kingfisher plc,Eastern Bank Limited
Kingsoft,Cheetah Mobile Inc.
Kingspan Group plc,Kingspan Off-Site
Kinnevik AB,Modern Times Group MTG AB
Kintetsu Group Holdings,Kintetsu Department Store Co.,Ltd.
Kirin Brewery Company,Brasil Kirin S.A.
Kirin Company,Limited,Mercian Corporation
Kirin Holdings Company,Limited,Kirin Company,Limited
Kirshenbaum Bond Senecal and Partners,The Media Kitchen
Kistefos,Viking Supply Ships AS
Kitchen Collection,Le Gourmet Chef
Kitimat Ranges,Bell Range
Klaipeda Municipality,VŠĮ Klaipėdos keleivinis transportas
Klenhart Graphik,Skyway Products
Klok OOD,Clock Software
Kloster (from 1986),Royal Viking Line
Kmart,OfficeMax
Koch Industries,Georgia-Pacific LLC
Koch Industries,INVISTA
Koch Industries,Molex Incorporated
Koch InternationalSony Music Entertainment,Koch Entertainment LP
Koch Media,Deep Silver
Koei Tecmo,Gust
Koei,Omega Force
Kohl automobile Vertriebs GmbH,Steinmetz GmbH
Kohlberg Kravis Roberts,Maxeda
Kohler Company,Kohler Interiors
Kohler Company,Kohler Kitchen & Bath
Kohler Company,Kohler Mira Ltd
Koinon NV,Roularta Media Group
Kollakis Group,Majestic International Cruises
Kollektivtransportproduksjon,AS Sporveisbussene
Komatsu,Modular Mining Systems Inc.
Kommunal Landspensjonskasse,KLP Eiendom AS
Kompas Gramedia,Santika Indonesia Hotels & Resorts
Kompas-Gramedia Group,M&C Comics
Kongsberg Defence & Aerospace,Kongsberg Spacetec AS
Kongsberg Gruppen Norwegian Space Centre,Kongsberg Satellite Services AS
Kongsberg Gruppen,Kongsberg Defence & Aerospace AS
Kongsberg Gruppen,Kongsberg Defense & Aerospace,Kongsberg Geospatial
Kongsberg Gruppen,Kongsberg Maritime
Kongsberg Våpenfabrikk,Kongsberg Offshore
Korea Electric Power Corporation,KEPCO E&C
Korea Electric Power Corporation,Korea Hydro & Nuclear Power
Korea National Oil Corporation,Dana Petroleum
Korg,Univox
Korg,Vox
Kotak Mahindra Bank,Kotak Mahindra General Insurance Company Limited
Koç Holding,ANADOL
Koç Holding,Arçelik A.Ş.
Koç Holding,Beko
Koç Holding,Divan Group
Koç Holding,Grundig (brand)
Koç Holding,Koçbank
Koç Holding,Otokar Otomotiv ve Savunma Sanayi A.Ş.
Kraft Foods,Nabisco
Kraft Heinz,Golden Circle
Kraft Heinz,H. J. Heinz Company
Kraft Heinz,Kraft Foods Group Inc.
Kraft Heinz,Ore-Ida
Kroger,Baker's Supermarkets Inc.
Kroger,Dillons Supermarkets Inc.
Kroger,Food 4 Less
Kroger,Fred Meyer
Kroger,Henke & Pillot Inc.
Kroger,King Soopers & City Market
Kroger,Owen's Market Inc.
Kroger,Pay Less Super Markets Inc.
Kroger,Ruler Foods
Kroger,Scott's Food & Pharmacy
Kroger,Smith's Food & Drug Stores Inc.
Krupp (After 1896),Friedrich Krupp Germaniawerft
Kumho Asiana Group,Asiana IDT Inc.
Kumho Asiana Group,Kumho Tire Co. Inc.
Kunnan Enterprise Ltd.,ProKennex
Kuwait Petroleum Corporation,Kuwait Oil Company
Kværner,Kvaerner Govan Limited
KwaZulu-Natal Provincial Government,Dube TradePort Corporation
Kweichow Moutai Group,Kweichow Moutai
Kynetic,Fanatics Inc.
Kyocera Corporation,Kyocera Communications Inc.
Kyocera Fineceramics GmbH,Kyocera Unimerco A/S
Körber Medipak Systems,Werum IT Solutions
Körber,Fabio Perini S.p.A.
Kıraça Group,Karsan Otomotiv Sanayi ve Ticaret A.Ş.
L & O Holding Gruppe,SIG Sauer
L Brands,Bath and Body Works LLC
L Brands,Henri Bendel Inc.
L Brands,La Senza Corporation
L Brands,Victoria's Secret,Pink
L&T Finance Holdings Limited,L&T Mutual Fund
L'Oréal,Garnier
L'Oréal,Kiehl's
L'Oréal,Lancôme
L'Oréal,Maybelline
L'Oréal,The Body Shop International plc
L-3 Communications,EOTech
L-3 Communications,L-3 Communications Link Simulation and Training UK Limited
L. S. Good and Co.,S. Kann Sons Co.
L1 Energy,DEA AG
LANDesk,Shavlik Technologies
LD&D Milk Pty Ltd(Lion Dairy & Drinks),Dairy Farmers
LEO Express N.V.,LEO Express a.s.
LG Corp,LG Household & Health CareLG
LG Corporation,LG Chem
LG Corporation,LG Electronics LG
LG Corporation,LG Software
LG Corporation,LG Uplus Corp.
LG Electronics,Zenith Electronics LLC
LH Group,Hunslet Engine Company
LIXIL Corp.,Permasteelisa Group
LKY Group,Philippine Primark Properties
LNT Group,Ginetta Cars Limited
LOEN Entertainment Inc.,King Kong Entertainment
LOGOSOFT,SUPER TV
LPTIC (public),Libyana
LSL Property Services plc,e.surv Chartered Surveyors
LT Group Inc.,Asia Brewery Inc.
LVMH Group,Pinarello
LVMH Moët Hennessy  Louis Vuitton S.A.,Make Up For Ever
LVMH Moët Hennessy - Louis Vuitton S.A.,LOEWE
LVMH,Acqua Di Parma
LVMH,Benefit Cosmetics LLC
LVMH,Donna Karan International Inc.
LVMH,Fendi
LVMH,Givenchy
LVMH,Rimowa GmbH
LVMH,Sephora
LVMH,TAG Heuer S.A.
LVMH,Veuve Clicquot Ponsardin
LVMH,Zenith
La Tasca Holdings Ltd,La Tasca
LabCorp,Monogram Biosciences Inc.
LabCorp,Sequenom
Labatt Brewing Company - 4Sleeman Breweries -,Brewers Retail Inc.
Lactalis,Rachel's Organic
Laessoee (Læssøe Holding),Savivo A/S
LafargeHolcim,Aggregate Industries UK Limited
LafargeHolcim,Lafarge S.A.
Lafuma,Eider
Lafuma,Millet
Lafuma,Oxbow Surfwear Company
Lagardere SCA,Curtis Circulation Company
Lagardère Active,Hachette Filipacchi Médias
Lagardère Sports and Entertainment,Sportfive S.A.S.
Lagardère Unlimited,World Sport Group Holdings
Laitram,L.L.C.,Intralox,L.L.C.
Lakshmi Machine Works,The Lakshmi Mills Company Limited
Lalbhai Group,Arvind Limited
Lamborghini,Ducati Motor Holding S.p.A.
Landkreditt,Landkreditt Bank AS
Landmark Group,Dubai,Home Centre
Landmark Group,Lifestyle International Ltd.
Landmark Group,Max Fashion
Landmark Media Enterprises LLC,Dominion Enterprises
Landmark Media Enterprises,Expedient
Landry's Restaurants,Claim Jumper
Landry's Restaurants,Morton's The Steakhouse
Landry's Inc.,Bubba Gump Shrimp Company
Landry's Inc.,Landry's Seafood
Landry's Inc.,McCormick & Schmick'sSeafood Restaurants
Landry's Inc.,Vic & Anthony's Steakhouse
LangChao,Venezolana de Industria Tecnológica,C.A.
Langley Holdings,Clarke Chapman
Larry Flynt Publications,Hustler Video
Larsco,Ramalakshmi Cine Creations
Larsen & Toubro Limited,Castolin Eutectic
Larsen & Toubro,L&T Infotech
Larsen & Toubro,L&T Technology Services
Larsen and Toubro Limited,CWM FX
Laser Aiming Systems Corporation,Viridian Green Laser Sights
Lauder Partners,OL2 Inc.
Le.com,Leshi Zhixin Electronic Technology (Tianjin)
LeEco,LeMall
Leadership Dynamics,Mind Dynamics
Leading Jewels S.A.,Damiani S.p.A.
Leap Wireless International Inc.,Jump Mobile
LeasePlan,Leaseplan
Leblanc company,Martin Band Instrument Company
Lee's Famous Recipes Inc.,Lee's Famous Recipe Chicken
Legendary Digital Networks,Geek & Sundry Inc.
Legendary Digital Networks,Nerdist Industries LLC
Legrand (company),Estap A.Ş.
Lehigh University,Lehigh University Press
Lenbrook Group,NAD Electronics
Lend Lease Corporation, Lend Lease)
Lend Lease Group, Lend Lease)
Lenlyn Holdings plc,R. Raphael & Sons plc
Lenovo,BLADE Network Technologies
Lenovo,Motorola Mobility
Lenovo,ZUK
Leon's,The Brick Ltd.
Leonardo,MBDA
Leonardo,Thales Alenia Space
Lerøy,Havfisk ASA
Les Mousquetaires Group,Bricomarché
Les Mousquetaires Group,Le Relais des Mousquetaires
Les Mousquetaires Group,Restaumarché
Les Mousquetaires Group,Roady
Les Mousquetaires Group,Vêti
Les Mousquetaires,Intermarché
Letts Filofax Group Ltd,Filofax UK
Level 3,Global Crossing Limited
Levi Strauss & Co.,Dockers
Lewis Trust Group,River Island
LexisNexis,Moreover Technologies
Leyou,Digital Extremes
Li & Fung,Convenience Retail Asia Limited
Liaoning SASAC,Benxi Steel Group
Liberty Global EuropeUPC Switzerland LLC,UPC Switzerland
Liberty Global,Cable & Wireless Communications Ltd.
Liberty Global,Telenet Group Holding N.V.
Liberty Global,UPC Broadband
Liberty Global,UPC Magyarország Kft.
Liberty Global,UPC Nederland B.V.
Liberty Global,UPC Polska
Liberty Global,UPC Romania
Liberty Global,VTR Globalcom S.A.
Liberty Global,Vodafone,VodafoneZiggo
Liberty Group,Liberty Shoes
Liberty Holdings Limited,STANLIB
Liberty Interactive,CommerceHub
Liberty Kenya Holdings,Liberty Life
Liberty Media,AT&T Sports Networks LLC
Liberty Media,WorldWinner.com
Liberty Mutual,Safeco Insurance
Library of Congress,National Film Registry
Lietuvos Energija,Lietuvos Dujos
Life in Color,Committee Entertainment
Lifestyle International Holdings,Sogo Hong Kong
Lifetime Brands,Wallace Silversmiths
Limited,Darracq Motor Engineering Company Limited
Linden Capital Partners,Hycor Biomedical Inc.
Lindt & Sprüngli,Russell Stover Candies
Lindt & Sprüngli,The Ghirardelli Chocolate Company
Lion Group,Parkson Retail Group
Lion Nathan,Little Creatures Brewing Pty Ltd
Lion(Kirin Brewery Company),Castlemaine Perkins
Lion,Lion Dairy & Drinks Australia Pty Ltd
Lions Gate Entertainment,Vestron Video Collector's Series
Lionsgate Home Entertainment(Lionsgate through their media operating unit Starz Distribution),Manga Entertainment LLC
Lionsgate Home Entertainment(Lionsgate),Anchor Bay Entertainment
Lionsgate,Debmar-Mercury
Lionsgate,Lions Gate Television Inc.
Lionsgate,Lionsgate Home Entertainment
Lionsgate,Lionsgate Premiere
Lionsgate,Starz Inc.
Lionsgate,Summit Entertainment LLC
Lippo Capital,Lippo Limited
Liquidltd.net,Design7official Pvt Ltd
Lister,MAN Diesel,Blackstone & Co Ltd
Lithgows,Ferguson Marine Engineering Ltd (Shipbuilders)
Lithia Motors Inc.,DCH Auto Group
Little Orbit,Vicious Cycle Software
Live Nation Entertainment,BigChampagne
Live Nation Entertainment,Ticketmaster
Live Nation,Roc Nation
Live Nation,Roc Nation Records
Liverpool City Region Combined Authority,Merseytravel
Lloyd Werft Group,Lloyd Werft Wismar
Lloyd's Register Foundation,Lloyd's Register Group Limited
Lloyds Bank Limited,Bank of London and South AmericaBanco de Londres y América del Sur
Lloyds Bank Plc,Lloyds Bank (LABCO) Limited
Lloyds Bank Plc,Lloyds Bank California
Lloyds Bank Plc,Lloyds Bank Canada
Lloyds Bank and National Provincial Bank,Lloyds and National Provincial Foreign Bank
Lloyds Banking Group, Halifax
Lloyds Banking Group,Agricultural Mortgage Corporation
Lloyds Banking Group,Bank of Scotland Plc
Lloyds Banking Group,Bank of Scotland Plc
Lloyds Banking Group,Bank of Scotland plcBanca na h-Alba
Lloyds Banking Group,Black Horse Limited
Lloyds Banking Group,Cheltenham & Gloucester plc
Lloyds Banking Group,Clerical Medical Investment Group Limited
Lloyds Banking Group,HBOS plc
Lloyds Banking Group,Lex Autolease Limited
Lloyds Banking Group,Lloyds Bank International Limited
Lloyds Banking Group,Lloyds Bank plc
Lloyds Banking Group,Lloyds Development Capital
Lloyds Banking Group,Scottish Widows plc
Lloyds Development Capital,NEC Group
Lloyds Development Capital,UK2 Group
Loblaw Companies,Loblaws
Loblaw Companies,Maxi
Loblaw Companies,President's Choice Financial
Loblaw Companies,Provigo
Loblaw Companies,Shoppers Drug Mart Corporation
Loblaw Companies,T & T Supermarket
LocalNet Internet Services Inc.,ExecPC
Lockheed Martin,Lockheed Martin I&TS
Loews Corporation,Boardwalk Pipeline Partners,LP
Loews Corporation,CNA Financial Corporation
Loews Corporation,Diamond Offshore Drilling Inc.
LogMeIn,Citrix Online|
Logitech,Jaybird
Logitech,Labtec Inc.
Logitech,Saitek
Logitech,Ultimate Ears
Lola Group,Lola Aylings
Lollytogs,Healthtex
LongHill Partners,Jewish Lights Publishing
Lopez Inc.,ABS-CBN
Loral Space & Communications,SATMEX
Lothian Distillers,North British Distillery Company Ltd
Lotte (since 2012),Lotte Hi-Mart Co. Ltd.
Lotte Chilsung,PepsiCo,Pepsi-Cola Products Philippines Inc.
Lotte Confectionery,Guylian
Lotte,Lotte Chilsung
Louis Delhaize Group,Cora SA
Louis Dreyfus Armateurs,LD Lines
Louis Dreyfus,Imperial Sugar Company
Louis Philippe England,Louis Philippe788
Louis group PLC,Celestyal Cruises
Louisiana State Museum,New Orleans Jazz Museum
Lowe's,Rona Inc.
Lozali S.A,Corsica Ferries Sardinia Ferries
Ltd.,Sapiens International Corporation N.V.
LuLu Group International,LuLu Hypermarket L.L.C.
Luby's,Koo Koo Roo
Luby's,Lubys Fuddruckers Restaurants LLC
Lucasfilm(The Walt Disney Company),Industrial Light & Magic
Lucasfilm,LucasArts Entertainment Company LLC
Lucky Star Holdings,Ayala Malls
Lucky Stores,Gemco
Lufthansa Group,Lufthansa Consulting
Lukoil,Lukoil Baltija
Lukoil,Lukoil Serbia
Lukoil,Oy Teboil Ab
Lulu (company),Picture.com
Luminar Leisure,Oceana
Lundin Group of Companies,Lucara Diamond Corp.
Lur Berri (through Poujol),À la Table de Spanghero
Luxottica Group S.p.A.,Oakley Inc.
Luxottica,LensCrafters
Luxottica,Sunglass Hut International
Luxottica,Target Optical
LähiTapiola,Tapiola Bank Ltd
M&F Worldwide,Scantron Corporation
M. D. Moody & Sons Inc.,Moody Fabrication & Machine Inc.
M.M. Publications Ltd,Manorama Music
M1 Group,Façonnable
M2 Group,ClubTelco
M2 Group,Eftel Limited
M2 Group,People Telecom Pty Ltd
M2 Group,Southern Cross Telco Holdings
MAC Architects-Consultants Group Ltd.,Design and Arts Arcadia of Myungseung
MAFSA,Investigación y Proyectos de Vehículos Especiales,S.A.
MAG Retail Group,Motorcycle Superstore
MAN AG,F.S.C. STAR
MAN AG,MAN Turbo AG
MAN SE,MAN Diesel
MAN SE,MAN Diesel & Turbo
MAPFRE Asistencia Compañía Internacional de Seguros y Reaseguros,S.A.,Insure & Go Insurance Services Limited
MBDA,MBDA Deutschland GmbH
MBK Co.,Ltd.,MBK Entertainment Co.,Ltd.
MBK Entertainment,Maroo Entertainment Co.,Ltd
MCB Group,MCB Madagascar SA
MCB Group,The Mauritius Commercial Bank Ltd
MDI Inc. USA,VOLTEX International Inc.
MDSA Holding,MDS America Inc.
MEO - Serviços de Comunicações e Multimédia,S.A.,MEO
MERSCORP Inc.,Mortgage Electronic Registration Systems Inc.
MFJ Enterprises,Hy-Gain
MGA Entertainment,The Little Tikes Company
MGM Holdings Inc.),LightWorkers Media
MGM Holdings Inc.),Orion Pictures Corporation
MGM Holdings Inc.),United Artists Corporation
MGM Holdings Inc.,Metro-Goldwyn-Mayer Studios Inc.
MGM Interactive,Cyberdreams
MISC Berhad,AET Tanker Holdings Sdn Bhd
MLD Mortgage Inc.,The Money Store
MMAWC,World Series of Fighting
MOL Group,Slovnaft,a.s.
MPF Industry Group,Fegyver- és Gépgyár (FÉG)
MPLX LP,MarkWest Energy Partners LP
MPS Group,Travancore Titanium Products Limited
MS Iceland Dairies,Polaris Partners,Icelandic Provisions
MS Insurance Group (Japan),Al Bovik
MSC,SNAV
MTD Products,Cub Cadet
MTN Group,MTN Syria
MTS (network provider),MTS Turkmenistan
MTS Systems Corporation,PCB Piezotronics Inc.
MTS,Vodafone Ukraine Limited
MTV Networks (Viacom),Atom.com
MTV3,Foreca Oy
MTVN Kids & Family Group,Nick Digital
MTX Koksovny a.s.,OKK,Koksovny,a.s.
MTY Food Group,Baja Fresh
MTY Food Group,Kahala Brands
MTY Food Group,MR.SUB
MTY Food Group,Manchu Wok Inc.
MUFG Americas Holdings Corporation,MUFG Union Bank,N.A.
MVS Comunicaciones Dish Mexico,MVS Multivisión,S.A. de C.V.
MacAndrews & Forbes,Deluxe Entertainment Services Group Inc.
MacAndrews & Forbes,M & F Worldwide
MacAndrews & Forbes,Merisant
MacAndrews & Forbes:,Fidelity Investments,Revlon
MacDonald,Dettwiler and Associates Ltd.,MDA
MacDonald,Dettwiler and Associates,SSL
Macmillan Digital Education,Maths Doctor Ltd
Macmillan Publishers,Macmillan Entertainment
Macquarie Group,Smarte Carte Inc.
Macronix,American Video Entertainment
Macy's Inc.,Macy's
Magang (Group) Holding Company,Maanshan Iron & Steel Company Limited
Magellan Aerospace 1980s,Orenda Engines Orenda Aerospace
Magellan Aerospace,Bristol Aerospace
Magus Cars,Big Boy Toyz (BBT)
Mahanagar Telephone Nigam Limited (MTNL),Mahanagar Telephone Mauritius Limited (MTML)
Mahindra & Mahindra Limited,Mahindra Two Wheelers
Mahindra & Mahindra Limited,SsangYong Motor Company
Mahindra & Mahindra,Mahindra & Mahindra Financial Services Limited
Mahindra & Mahindra,Mahindra Lifespace Developers Limited
Mahindra & Mahindra,Mahindra Reva Electric Vehicles Private Limited
Mahindra & Mahindra,Mahindra Truck and Bus Division
Mahindra Group,Mahindra & Mahindra India Limited
Mahindra Group,Mahindra Aerospace
Mahindra Group,Mahindra Ugine Steel
Mahindra Group,Pininfarina S.p.A.
Mahindra Holidays & Resorts India Limited,Mahindra Holidays & Resorts India Ltd. (MHRIL)
Mahindra Partners,Mahindra Susten
Mail.Ru Group,My.com
MainPower Trust,MainPower
Majestic Leisure,Liberty Games
Maker Studios,Blip Networks Inc.
Makita,Makita Engineering Germany GmbH
Makuta Inc.,Makuta Effects Pvt. Ltd.
Malibu Comics,Aircel Comics
Malibu Comics,Eternity Comics
Mandalay Entertainment,American Greetings,The Hatchery LLC
Mandarin Holdings Group,LP,Pick Up Stix
Manitowoc Company,Manitowoc Cranes
Mano Holdings Group,Mano Maritime Ltd
Mansour Group,Al-Mansour Automotive
Manufacturing Commercial Vehicles (MCV),MCV
Manulife Financial,John Hancock Financial
Manulife Financial,John Hancock Financial Network
Manulife,Standard Life Assurance Company of Canada
Maped,Helix
MapleCore Ltd.,Fontana Distribution,Fontana North
Maps Credit Union,fi-linx
Marcopolo S.A.,Neobus
Marcus Evans Group,THG Sports
Marine Tourism Management,Cruise Whitsundays
Mario's Pizzeria Limited,Mario's Pizza
Marka Holding,Icons.com
MarketMakers Group,Lead Forensics
Marlborough Electric Power Trust,Marlborough Lines Limited
Marlin Equity Partners,Phoenix Technologies Ltd.
Marlowe Holdings Investments Ltd,Edmundson Electrical Ltd
Marmon Group,Sisu Axles Inc.
Marquard & Bahls AG,Oiltanking
Marquee Brands,Ben Sherman Group Limited
Marriott International,Gaylord Hotels
Marriott International,The Ritz-Carlton Hotel Company
Marriott International,Westin Hotels & Resorts
Mars International LLC,Mars Hypermarket
Mars Petcare,Whistle
Mars,A. Korkunov
Mars Incorporated,Whiskas
Marsh Bodiner 1946 - 1984Northern Foods 1985 - 2007,Bowyers
Marshall Amplification,Natal Drums
Marstons plc,Border Breweries
Martek,Amerifit Brands Inc.
Martin Marietta Materials Inc,TXI (formerly Texas Industries)
Marubeni Corporation,Hsin Tao Power Corporation
Marvel Comics Group,Marvel Books
Marvel Comics,Epic Comics
Marvel Comics,Malibu Comics Entertainment Inc.
Marvel Comics,Panini Comics,Marvel UK
Marvel Comics,Razorline
Marvel Studios(The Walt Disney Company),Marvel Music Inc.
Marvel Television(Marvel Entertainment),Marvel Animation Inc.
Marvelous,G-mode
Maryland & Virginia Milk Producers Cooperative Association Inc.,Maola Milk & Ice Cream Company
Masco Corporation,Hansgrohe SE
Masco,Behr Process Corporation
Masraf Al Rayan,Al Rayan Bank plc
Massachusetts Mutual Life Insurance Company,Tremont Group
Masscom Group,Mei Ah Entertainment Group Co.,Ltd.
Matsushita Electric,MCA Inc.
Mattel Creations(Mattel Inc.),HIT Entertainment Limited
Mattel,Fisher-Price Inc.
Mattel Inc.,Mattel Creations
Mattel,Mega Brands Inc.
Maus Frères,GANT
Max's Group Inc. (formerly Pancake House Inc.),Plaisiodon
Maxi,C-market-
Maxi,Pekabeta
Maxi,Tempo Centar
Maxim Integrated Products,Dallas Semiconductor
Maxis,The Sims Studio
May Cheong Group,Bburago
May Cheong Group,Maisto International Inc.
May Company,Strouss
May Company.,Hahne & Company
Maybank Ageas Holdings Berhad,Etiqa Insurance Berhad
Maybank Ageas Holdings Berhad,Etiqa Takaful Berhad
Maybank,PT Bank Maybank Indonesia,Tbk.
Mayr-Melnhof,FollaCell
Mazda,Compañia Colombiana Automotriz S.A.
McAfee Intel Corporation,Foundstone
McAfee Inc.,NitroSecurity Inc.
McAfee Inc.,Solidcore Systems Inc.
McCann Erickson,MRM//McCann Inc.
McCaw Cellular,AT&T GoPhone
McCormick & Company,Maryland,U.S.,fiserv Inc.
McCrory's,Best & Co.
McDonald's Corporation,McDonald's Israel
McDonnell Douglas,Siemens PLM Software
McDonnell Douglas,UGS Corporation
McIntosh Group,McIntosh Labs
McKee Foods,Drake's Cakes
McKesson Corporation,Celesio AG
McMahon Services,Intract Indigenous Contractors
McWane Inc.,Amerex Corporation
Mecom Group,Edda Media AS
Medavie Health Services,Emergency Medical Care Inc.
Media Logic,AerisWeather LLC
Media-Saturn Holding GmbH,Media Markt
MediaTek,Ralink Technology,Corp.
Mediaset España Comunicación,Sociedad General de Televisión Cuatro,S.A.U
Mediaset España Comunicación,Telecinco Cinema,S.A.U.
Medical Marijuana Inc.,HempMeds
Mediterranean Shipping Company,MSC Cruises
Medtronic,Covidien plc
Mega Corporation Inc.,The Corporation Company
Mega Corporation Inc.,The Corporation Company
Mega Corporation Inc.,The Corporation Company
Mega Corporation Inc.,The Corporation Company
Mega Corporation Inc.,The Corporation Company
Mega Corporation Inc.,The Corporation Company
MegaFon,«Synterra Media»
MegaPath Corporation,Speakeasy Inc.
Megaliner Entertainment,Mega-Anime
Megill-Stephenson Company,Birchwood Automotive Group
Meiji Holdings Co.,Ltd.,Meiji Seika Kaisha,Ltd.
Meiji Yasuda Life Insurance Company,StanCorp Financial Group
Meitetsu Group,Toyohashi Rail Road Company Ltd
Meneghetti S.p.A.,Fulgor Europe S.p.A.
Mentor Graphics Corporation,Flowmaster Ltd.
Mepas d.o.o.,Koestlin d.d.
Mercantile Bank Holdings Limited,Mercantile Bank Limited
Mercantile Stores,Bacon's
Merchem,Grove Limited
Merck & Co.,Cubist Pharmaceuticals,INC
Merck & Co. Inc.,Health Management Resources (HMR)
Merck Group,Seven Seas Limited
Mercury Group of Companies Inc.,Mercury Drug
Mercury Group,DIXY Group OJSC    OAO
Mercury Italy S.r.l.,ICBPI
Meredith Corporation,New Media Strategies
Merged with Varian Inc. 1967,Techtron.
Merit Travel Group,travelcuts
Merkuriy,Derways Automobile Company
Merlin Recreation Private Limited,Princeton Club
Merrill-Stevens,St. Johns River Shipbuilding Company
Merrithew,Stott Pilates
Merry Go Round Enterprises (MGRE),Chess King
Merry-Go-Round Enterprises Inc.,Merry-Go-Round
Metal Industries Group subsidiary,Hughes Bolckow
Metcash (Brand name) Stores: Independent,IGA Foodland
Metcash,Action Supermarkets
Metcash,Independent Grocers of Australia
Metcash,Mitre 10 Australia Pty. Ltd.
Metech International,Metech Recycling Inc.
Metinvest B.V.,Metinvest
Metinvest,Avdiivka Coke and Chemical Plant
Metinvest,Central Iron Ore Enrichment Works
Metinvest,Ingulets Iron Ore Enrichment Works
Metinvest,Khartsyzsk pipe plant
Metinvest,Metallurgical Combine Azovstal
Metinvest,NorthernIron Ore Enrichment Works
Metinvest,United Coal Company
Metinvest,Yenakiyeve Metallurgical Factory
Metro AG,SHV Holdings,Makro
Metro Inc.,Brunet
Metro Inc.,Dominion Stores Ltd.
Metro Inc.,Marché Adonis
Metro Inc.,Super C
Metro Media Ltd,SelfMadeHero
Metro Pacific Investments Corporation,Manila North Tollways Corporation
Metro-Goldwyn-Mayer,MGM Home Entertainment
Metro-Goldwyn-Mayer,Metro-Goldwyn-Mayer Animation
Metromedia,Metromedia Inc.
Metropolitan Transportation Authority,MTA Bridges and Tunnels
Meyer Neptun Group,Meyer Werft GmbH
Meyer Neptun Group,Neptun Werft GmbH
Meyer Werft GmbH,Meyer Turku Oy
Mi Media Holdings,miRoamer
MiTAC,Magellan Navigation
Michigan National Corp.ABN AMRO,Michigan National Bank
Micro Electronics Inc.,Micro Center
Micro Focus International,Attachmate Corporation
Micro Focus International,Novell Inc.
Micro Focus International,SUSE
Micro Focus,Borland Software Corporation
Micromax Mobile,YU
Micron Technology,Elpida Memory Inc.
Micron Technology Inc.,Lexar Media Inc.
Micron Technology,Numonyx
Microsoft (as of August 1,2008),Powerset
Microsoft Corporation,Adallom Inc.
Microsoft Corporation,Maluuba
Microsoft Corporation,Microsoft Algeria
Microsoft Game Studios,Ensemble Studios
Microsoft Game Studios,Massive Incorporated
Microsoft Studios,343 Industries
Microsoft Studios,BigPark
Microsoft Studios,Good Science Studio
Microsoft Studios,Launchworks
Microsoft Studios,Lionhead Studios Ltd.
Microsoft Studios,MS Mobile Gaming
Microsoft Studios,Mojang AB
Microsoft Studios,Press Play
Microsoft Studios,Rare
Microsoft Studios,The Coalition
Microsoft Studios,Turn 10 Studios
Microsoft Studios,Xbox Entertainment Studios
Microsoft,Digital Anvil
Microsoft,FAST,a Microsoft Subsidiary
Microsoft,GreenButton
Microsoft,Microsoft Japan Co. Ltd
Microsoft,Microsoft Store
Microsoft,Microsoft Studios
Microsoft,MileIQ
Microsoft,Perceptive Pixel Inc.
Microsoft,Revolution Analytics
